bias,lang,run,sample,"NP,np","NP,NP,NP","S,NP,S","S,NP,VP","S,S,NP","S,VP,NP","S,VP","V,v","VP,NP,V","VP,NP,VP","VP,V,NP","VP,V","VP,VP,NP"
Biased,English,1,62,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,63,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,64,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,65,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,66,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,67,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,68,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,69,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,70,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,71,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,72,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,73,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,74,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,75,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,76,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,77,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,78,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,79,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,80,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,81,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,82,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,83,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,84,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,85,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,86,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,87,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,88,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,89,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,90,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,91,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,92,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,93,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,94,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,95,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,96,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,97,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,98,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,99,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,100,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,101,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,102,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,103,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,104,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,105,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,106,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,107,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,108,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,109,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,110,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,111,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,112,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,113,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,114,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,115,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,116,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,117,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,118,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,119,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,120,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,121,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,122,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,123,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,124,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,125,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,126,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,127,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,128,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,129,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,130,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,131,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,132,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,133,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,134,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,135,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,136,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,137,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,138,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,139,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,140,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,141,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,142,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,143,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,144,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,145,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,146,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,147,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,148,0.857142857,0.142857143,0,0,0,0.42,0.58,1,0.740740741,0,0,0.185185185,0.074074074
Biased,English,1,149,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,150,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,151,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,152,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,153,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,154,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,155,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,156,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,157,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,158,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,159,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,160,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,161,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,162,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,163,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,164,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,165,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,166,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,167,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,168,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,169,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,170,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,171,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,172,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,173,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,174,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,175,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,176,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,177,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,178,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,179,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,180,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,181,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,182,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,183,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,184,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,185,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,186,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,187,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,188,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,189,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,190,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,191,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,192,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,193,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,194,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,195,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,196,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,197,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,198,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,199,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,200,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,201,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,202,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,203,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,204,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,205,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,206,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,207,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,208,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,209,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,210,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,211,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,212,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,213,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,214,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,215,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,216,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,217,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,218,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,219,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,220,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,221,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,222,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,223,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,224,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,225,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,226,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,227,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,228,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,229,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,230,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,231,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,232,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,233,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,234,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,235,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,236,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,237,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,238,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,239,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,240,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,241,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,242,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,243,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,244,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,245,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,246,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,247,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,248,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,249,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,250,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,251,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,252,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,253,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,254,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,255,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,256,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,257,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
Biased,English,1,258,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,259,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,260,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,261,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,262,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,263,0.857142857,0.142857143,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0
Biased,English,1,264,0.857142857,0.142857143,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0
